"1.產品代號","2.產品名稱","3.產品名稱延長(次品名)","4.平均成本","5.銷售單價一","6.銷售單價二","7.銷售單價三","8.銷售單價四","9.最低售價","10.建議售價","11.備註","12.固定安全量","13.安全量是否自動計算","14.安全量自動計算天數","15.採購系數","16.自動安全量","17.是否依安全量採購","18.安全量採購倍數","19.列入自動轉採購","20.驗貨列出","21.撿貨單列出","22.EAN13碼","23.Code128","24.外部碼","25.顏色","26.尺寸","27.供應廠商代號","28.預估成本","評估成本單價","29.產地國別","30.保存期限天數","31.即期品","32.到期通知天數","33.數量為零自動下架","34.若有下採購單自動上架","35.持續上架","36.停止上架","37.第一次進貨自動上架","38.促銷品","39.不允許客戶下架","40.上架日期區間起","41.上架日期區間迄","42.通知採購1","43.通知採購2","44.通知採購3","45.通知採購4","46.所有數字按照比例升降","47.每層的銷售單價1","48.每層的銷售單價2","49.每層的銷售單價3","50.每層的銷售單價4","51.本產品只上經銷商網站(B2B)","52.店長推薦","53.簡要說明1","54.簡要說明2","55.簡要說明3","56.網路建議售價","57.建立日期","58.缺貨到貨天數","59.網路最低價","60.相同類別排序為前","61.預定到貨日期","62.網站顯示實際庫存","63.預購日期區間起","64.預購日期區間迄","65.促銷數量","66.促銷品金額","67.促銷敘述","68.B品區數量","69.B品售價","70.B品敘述","71.經銷商特價","72.經銷商特價有效日期區間起","73.經銷商特價有效日期區間訖","74.網路特價","75.網路特價有效日期區間起","76.網路特價有效日期區間訖","77.促銷日期/紅利可調整倍數","78.促銷日期結束然後調回幾倍","79.促銷日期有效日期區間起","80.促銷日期有效日期區間訖","81.POS特價(含稅)","82.POS特價日期起","83.POS特價日期迄","84.進貨預設分倉","85.銷貨預設分倉","86.發票明細名稱","87.溫層代號 0:常溫1:冷藏2:冷凍","88.稅別 1:應稅2:零稅3:免稅","89.單品重量(公斤)","90.單品體積(長)cm","91.單品體積(寬)cm","92.單品體積(高)cm","93.包裝重量(公斤)","94.包裝體積(長)cm","95.包裝體積(寬)cm","96.包裝體積(高)cm","97.成箱重量(公斤)","98.成箱體積(長)cm","99.成箱體積(寬)cm","100.成箱體積(高)cm","101.最低訂購量","102.包裝數量","103.裝箱數量","104.列入批次轉出貨","105.關稅","106.API庫存同步-YAHOO購物中心","107.API庫存同步-YAHOO超級商城","108.API庫存同步-MOMO購物中心","109.API庫存同步-MOMO摩天商城","110.API庫存同步-91APP","111.採購連結","112.新品異動日期(民國年/月/日)","113.允許子件變更","114.商品採購備註","115.類別代碼蝦皮","116.類別代碼露天","117.類別代碼Yahoo拍賣","海關編碼(英數11碼)","內部備註","材質","包裝方式","庫存總數量"
="016915",(任天堂商店)石頭-皮克敏徽章,,"250","390","370","0","0","0","390",,"0","0","90","0","0","0","1","1","1","1",,="016915",,,,="32","0","250",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.03,"0","0","0",,"1","1900/1/1","1900/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.03,"0",,,,,,,,,"1"
="016916",(任天堂商店)白-皮克敏徽章,,"250","390","370","0","0","0","390",,"0","0","90","0","0","0","1","1","1","1",,="016916",,,,="32","0","250",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.03,"0","0","0",,"1","1900/1/1","1900/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.03,"0",,,,,,,,,"10"
="016917",(任天堂商店)紫-皮克敏徽章,,"250","390","370","0","0","0","390",,"0","0","90","0","0","0","1","1","1","1",,="016917",,,,="32","0","250",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.03,"0","0","0",,"1","1900/1/1","1900/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.03,"0",,,,,,,,,"4"
="016918",(任天堂商店)藍-皮克敏徽章,,"250","390","370","0","0","0","390",,"0","0","90","0","0","0","1","1","1","1",,="016918",,,,="32","0","250",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.03,"0","0","0",,"1","1900/1/1","1900/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.03,"0",,,,,,,,,"19"
="016919",(任天堂商店)粉-皮克敏徽章,,"250","390","370","0","0","0","390",,"0","0","90","0","0","0","1","1","1","1",,="016919",,,,="32","0","250",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.03,"0","0","0",,"1","1900/1/1","1900/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.03,"0",,,,,,,,,"10"
="016920",(任天堂商店)冰塊-皮克敏徽章,,"250","390","370","0","0","0","390",,"0","0","90","0","0","0","1","1","1","1",,="016920",,,,="32","0","250",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.03,"0","0","0",,"1","1900/1/1","1900/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.03,"0",,,,,,,,,"2"
="016921",(報名費)戰鬥陀螺比賽第二屆,,"0","100","100","0","0","0","100",,"0","1","15","0","0","0","1","1","1","1",,="016921",,,,="11","0","0",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.05,"0",,,,,,,,,"0"
="016922",(報名費)戰鬥陀螺比賽第三屆,,"0","100","100","0","0","0","100",,"0","1","15","0","0","0","1","1","1","1",,="016922",,,,="11","0","0",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.05,"0",,,,,,,,,"0"
="016923",(日版明盒)寶可夢兒童30週年特別版軟膠收藏人偶 Vol.2,,"110.723","200","190","0","0","0","200",,"0","1","15","0","0","0","1","1","1","1",,="016923",,,,="32","0","110.723",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.05,"0",,,,,,,,,"65"
="016924",(日版盲袋)Takara Tomy ARTS寶可夢掛件鑰匙圈組保存:2027.4,,"96","200","190","0","0","0","200",,"0","1","15","0","0","0","1","1","1","1",,="016924",,,,="32","0","96",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.05,"0",,,,,,,,,"18"
="016925",(餅卡)hololive 官方卡牌遊戲 雙片威化餅乾 保存:2027.03,,"55.6","99","95","0","0","0","99",,"0","1","15","0","0","0","1","1","1","1",,="016925",,,,="32","0","55.6",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.05,"0",,,,,,,,,"0"
="016926",(日版盲袋)葬送的芙莉蓮角色貼紙組閃亮版,,"55.6","79","75","0","0","0","79",,"0","1","15","0","0","0","1","1","1","1",,="016926",,,,="32","0","55.6",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.05,"0",,,,,,,,,"169"
="016927",(布魯克)明日香駕駛服福音戰士奇蹟版,,"660","995","975","0","0","0","995",,"0","0","90","0","0","0","1","1","1","1",,="016927",,,,="40","0","660",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.05,"0","0","0",,"1","1900/1/1","1900/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.05,"0",,,,,,,,,"2"
="016928",(布魯克)綾波零駕駛服-福音戰士奇蹟版,,"660","995","975","0","0","0","995",,"0","0","90","0","0","0","1","1","1","1",,="016928",,,,="40","0","660",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.05,"0","0","0",,"1","1900/1/1","1900/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.05,"0",,,,,,,,,"0"
="016929",(布魯克)真希波駕駛服-福音戰士奇蹟版,,"660","995","975","0","0","0","995",,"0","0","90","0","0","0","1","1","1","1",,="016929",,,,="40","0","660",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.05,"0","0","0",,"1","1900/1/1","1900/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.05,"0",,,,,,,,,"2"
="016930",(布魯克)宇智波斑-火影忍者超越版,,"431","650","630","0","0","0","650",,"0","0","90","0","0","0","1","1","1","1",,="016930",,,,="40","0","431",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.05,"0","0","0",,"1","1900/1/1","1900/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.05,"0",,,,,,,,,"1"
="016931",(布魯克盲盒)菁英版第一彈蝙蝠俠積木車,,"165","249","239","0","0","0","249",,"0","0","90","0","0","0","1","1","1","1",,="016931",,,,="40","0","165",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.05,"0","0","0",,"1","1900/1/1","1900/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.05,"0",,,,,,,,,"24"
="016932",(二手)PS5 勇者鬥惡龍7 Reimagined(中)#5,,"500","1100","1050","0","0","0","1100",,"0","1","15","0","0","0","1","1","1","1",,="016932",,,,="15","0","500",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.06,"0",,,,,,,,,"0"
="016933",(戰鬥陀螺)亞版BX-11,,"99","690","670","0","0","0","690",,"0","1","15","0","0","0","1","1","1","1",,="016933",,,,="11","0","99",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.06,"0",,,,,,,,,"0"
="016934",(卡牌)寶可夢劍盾 一擊大師@30,,"20.164288702929","49","49","0","0","0","49",,"0","1","15","0","0","0","1","1","1","1",,="016934",,,,="11","0","20.164288702929",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.06,"0",,,,,,,,,"411"
="016935",(二手)PS4 絕地戰兵#0.5  PSN,,"50","500","450","0","0","0","500",,"0","1","15","0","0","0","1","1","1","1",,="016935",,,,="15","0","50",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.06,"0",,,,,,,,,"1"
="016936",訂金2000元,,"2000","2000","2000","0","0","0","2000",,"0","1","15","0","0","0","1","1","1","1",,="016936",,,,,"0","2000",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.07,"0",,,,,,,,,"-1"
="016937",(二手)PS4 泡泡龍4(中)#0.5,,"50","500","450","0","0","0","500",,"0","1","15","0","0","0","1","1","1","1",,="016937",,,,="15","0","50",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.07,"0",,,,,,,,,"0"
="016938",(二手)PS4 索尼克狂熱(中)#0.5,,"50","500","450","0","0","0","500",,"0","1","15","0","0","0","1","1","1","1",,="016938",,,,="15","0","50",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.07,"0",,,,,,,,,"0"
="016939",(二手)PS4 THE NINJA SAVIORS：戰士歸來(中)#0.5,,"50","400","350","0","0","0","400",,"0","1","15","0","0","0","1","1","1","1",,="016939",,,,="15","0","50",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.07,"0",,,,,,,,,"0"
="016940",(二手)PS4 超級英雄2 英普(英)#0.5,,"50","400","350","0","0","0","400",,"0","1","15","0","0","0","1","1","1","1",,="016940",,,,="15","0","50",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.07,"0",,,,,,,,,"1"
="016941",(日版盲盒)麵包小偷造型公仔六代,,"168","290","270","0","0","0","290",,"0","1","15","0","0","0","1","1","1","1",,="016941",,,,="26","0","168",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.08,"0",,,,,,,,,"5"
="016942",芙莉蓮(單馬尾)-葬送的芙莉蓮絨毛小物包P2,,"215","390","370","0","0","0","390",,"0","1","15","0","0","0","1","1","1","1",,="016942",,,,="26","0","215",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.08,"0",,,,,,,,,"5"
="016943",芙莉蓮(公主捲)-葬送的芙莉蓮絨毛小物包P2,,"215","390","370","0","0","0","390",,"0","1","15","0","0","0","1","1","1","1",,="016943",,,,="26","0","215",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.08,"0",,,,,,,,,"5"
="016944",(二手)NS2 破曉傳奇:黎明新程(中)#3,,"300","1000","950","0","0","0","1000",,"0","1","15","0","0","0","1","1","1","1",,="016944",,,,="15","0","300",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.08,"0",,,,,,,,,"0"
="016945",#PS5 救世英雄(中)郭顆啾客訂,,"1275","1590","1540","0","0","0","1590",,"0","1","15","0","0","0","1","1","1","1",,="016945",,,,="19","0","1275",,"0","0","0","0","0","1","0","0","0","1",,,,,,,"0","0","0","0","0","0","0",,,,"0",,"1","0","10",,"1","","","0","0",,"0","0",,"0",,,"0",,,"0","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",,115.06.08,"0",,,,,,,,,"0"
="016946",(PalVerse盒玩)BGD MyGO@6,,"187.005","320","300","0","0","0","320",,"0","0","90","0","0","0","1","1","1","1",,="016946",,,,="38","0","187.005",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.09,"0","0","0",,"1","2811/1/1","2811/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.09,"0",,,,,,,,,"8"
="016947",(PalVerse盒玩)間諜家家酒@6,,"187.005","320","300","0","0","0","320",,"0","0","90","0","0","0","1","1","1","1",,="016947",,,,="38","0","187.005",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.09,"0","0","0",,"1","2811/1/1","2811/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.09,"0",,,,,,,,,"23"
="016948",廢料,,"82.611","0","0","0","0","0","0",,"0","0","90","0","0","0","1","1","1","1",,="016948",,,,,"0","82.611",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.09,"0","0","0",,"1","1900/1/1","1900/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.09,"0",,,,,,,,,"0"
="016949",(盲盒)收藏公仔RICHBOX版vol.2-勝利女神妮姬@6,,"82.611","200","190","0","0","0","200",,"0","0","90","0","0","0","1","1","1","1",,="016949",,,,="38","0","82.611",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.09,"0","0","0",,"1","2811/1/1","2811/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.09,"0",,,,,,,,,"7"
="016950",(盲盒)Vol.28-魔物獵人盒玩公仔Plus@6,,"314.415","0","0","0","0","0","0",,"0","0","90","0","0","0","1","1","1","1",,="016950",,,,,"0","314.415",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.09,"0","0","0",,"1","1900/1/1","1900/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.09,"0",,,,,,,,,"0"
="016951",(景品)魯夫(GEAR5)-《ONE PIECE》HG,,"155.595","290","270","0","0","0","290",,"0","0","90","0","0","0","1","1","1","1",,="016951",,,,="38","0","155.595",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.09,"0","0","0",,"1","2811/1/1","2811/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.09,"0",,,,,,,,,"3"
="016952",(景品)蒙其D.魯夫 五檔II 特別版-航海王KING OF ARTIST,,"400","590","570","0","0","0","590",,"0","0","90","0","0","0","1","1","1","1",,="016952",,,,="38","0","400",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.09,"0","0","0",,"1","2811/1/1","2811/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.09,"0",,,,,,,,,"4"
="016953",(景品)巴索羅繆·大熊-航海王BATTLE RECORD COLLECTION,,"400","590","570","0","0","0","590",,"0","0","90","0","0","0","1","1","1","1",,="016953",,,,="38","0","400",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.09,"0","0","0",,"1","2811/1/1","2811/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.09,"0",,,,,,,,,"3"
="016954",(景品)羅布·路基 覺醒 特別版-航海王KING OF ARTIST,,"400","590","570","0","0","0","590",,"0","0","90","0","0","0","1","1","1","1",,="016954",,,,="38","0","400",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.09,"0","0","0",,"1","2811/1/1","2811/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.09,"0",,,,,,,,,"4"
="016955",(景品)喜多川海夢維羅妮卡Ver.-戀上換裝娃娃Coreful Figure,,"417","0","0","0","0","0","0",,"0","0","90","0","0","0","1","1","1","1",,="016955",,,,,"0","417",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.09,"0","0","0",,"1","1900/1/1","1900/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.09,"0",,,,,,,,,"0"
="016956",(景品)宇崎月泳裝Ver.-宇崎學妹想要玩Desktop Cute Figure,,"409","590","570","0","0","0","590",,"0","0","90","0","0","0","1","1","1","1",,="016956",,,,="38","0","409",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.09,"0","0","0",,"1","2811/1/1","2811/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.09,"0",,,,,,,,,"2"
="016957",(景品)伊蕾娜洋裝Ver.Renewal-魔女之旅Coreful Figure,,"417","590","570","0","0","0","590",,"0","0","90","0","0","0","1","1","1","1",,="016957",,,,="38","0","417",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.09,"0","0","0",,"1","2811/1/1","2811/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.09,"0",,,,,,,,,"0"
="016958",(景品)金色闇影槍Ver.Renewal-出包王女Darkness Deskto,,"392","590","570","0","0","0","590",,"0","0","90","0","0","0","1","1","1","1",,="016958",,,,="38","0","392",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.09,"0","0","0",,"1","2811/1/1","2811/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.09,"0",,,,,,,,,"0"
="016959",(景品)櫻未來日本咖啡廳Ver.Reissue-Newly Written Fi,,"384","690","670","0","0","0","690",,"0","0","90","0","0","0","1","1","1","1",,="016959",,,,="38","0","384",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.09,"0","0","0",,"1","2811/1/1","2811/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.09,"0",,,,,,,,,"1"
="016960",(日版絨毛)皮卡丘-Pokepeace絨毛玩偶Mellow Heart,,"304.8","490","470","0","0","0","490",,"0","0","90","0","0","0","1","1","1","1",,="016960",,,,="38","0","304.8",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.09,"0","0","0",,"1","2811/1/1","2811/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.09,"0",,,,,,,,,"8"
="016961",(日版絨毛)木木梟-Pokepeace絨毛玩偶Mellow Heart,,"304.8","490","470","0","0","0","490",,"0","0","90","0","0","0","1","1","1","1",,="016961",,,,="38","0","304.8",,"0","0","0","0","0","1","0","0","0","0",,,,,,,"0","0","0","0","0","0","0",,,,"0",115.06.09,"0","0","0",,"1","2811/1/1","2811/1/1","0","0",,"0","0",,"0",,,"0",,,"1","0",,,"0",,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",,115.06.09,"0",,,,,,,,,"3"
